도서명,저자,출판사,발행일,정가,판매가,리뷰 수,페이지 수,도서 소개,상품ID
4차 산업혁명과 스마트 기술의 이해,고민정,배움터,20180718,19000.0,19000,0,,"4차 산업혁명이 온라인과 오프라인을 연결하는 초연결성과 사람만이 할 수 있는 초지능성을 기초로 시·공간을 초월하여 구현되기 때문에 구현가능한 솔루션을 찾아내기가 어렵다. 이를 해결하기 위해서는 현장, 학교, 이들을 이용하는 사람들에 대한 실질적인 고민과 통찰이 필요하다. 시대적인 요구를 학생들에게 전달해야 할 책임이 있는 교수님들은 나름의 방식으로 4차 산업혁명을 이해하고 설명하고 있지만, 매 강의마다 개인적 자료들을 덧붙여 한 학기를 채우면서 강의 방향성에 대해서는 해결해야 될 커다란 숙제이다. 이유는 현실은 융합으로 다양한 시너지를 내고 있는데, 학문적인 접근은 언제나 분리된 영역의 엄함으로 서로의 경계를 명확히 하고 있기 때문이다. 이러한 학문적 현실이 융합의 실마리를 찾아내지 못하는 근본적인 원인이어서 해결책의 출발점이 되는 내용을 담고 있다. 저자는 학문적 융합의 시작이라는 소명으로 강의하시는 교수님들의 고민을 공감하면서 과제 해결의 실마리를 제공하고 있다. 또 4차 산업혁명과 관련된 여러 분야의 다양한 스마트 기술에 관해 폭넓게 수록하여 다양한 측면의 기술을 기반으로 한 사회·과학적 통찰과 트렌드를 반영하고 있다.",S000001422848
된다! 일당백 마케터의 업무 자동화,박주훈 외,이지스퍼블리싱,20180706,15000.0,13500,0,,"지메일 자동 답변부터 SNS 일괄 업로드까지! 오늘 당장 업무가 빨라지는 온라인 마케팅 입문서 이 책은 현직 마케터가 썼다. 마케팅 현장의 고충을 누구보다도 잘 알기에 뜬구름 잡는 이론이 아닌 당장 현장에서 적용할 수 있는 ‘영업 비밀’을 소개한다. 오늘 당신의 마케팅 업무는 어땠는가. 혹시 반복되는 메일에 답장하느라 오전 시간을 허비하고, 의미도 감동도 없는 뉴스레터에 회의감을 느끼고, 수많은 SNS 관리에 지쳤다면 반드시 이 책을 보기 바란다. 구글, 메일침프, IFTTT 등 세계의 마케터들이 애용하는 자동화 도구가 당신을 대신해 일하며 뛰어난 마케팅 성과를 내 줄 것이기 때문이다. 그것도 무료로. 24시간. 연중무휴. 고객 한 사람, 한 사람 성심성의껏! *이 책은 《된다! 마케팅 자동화》의 전면 개정판입니다,",S000001817901
클라우드 컴퓨팅,토마스 얼 외,에이콘출판,20180612,40000.0,36000,0,,"2015년 대한민국학술원 우수 학술도서 선정도서 클라우드 컴퓨팅의 개념부터 모델, 기술 아키텍처에 이르기까지 클라우드 컴퓨팅의 모든 것을 명확하게 정의하고 있으며, 다양한 응용사례를 다루는 책이다. 따라서, 클라우드 컴퓨팅에 대해 대략적으로만 알고 있던 독자부터 실무에 바로 응용 가능한 전문지식을 얻고자 하는 독자에 이르기까지 모두에게 필요한 지식을 전해주기에 손색이 없다. 특히 클라우드 기술을 도입하고자 하는 IT 전문가 및 관리자에게 꼭 필요한 필독서다.",S000001804695
개발자도 궁금한 IT 인프라,정송화 외,제이펍,20180611,20000.0,18000,0,,"최강 조합의 IT 인프라 만담가 3인이 뭉쳤다! 이 책은 IT 인프라 기술에 관심이 있거나 입문하려는 분들에게 필요한 기술과 현장의 생생한 이야기 등 꼭 알려주고 싶은 이야기를 담았습니다. IT 인프라의 기초 개념부터 실무에서의 다양한 사례까지를 읽기 편한 대화체로 구성하였으며, 이야기만으로 부족한 부분은 70여 개의 그림과 20여 개의 표, 그리고 40여 개의 참고와 용어 상자를 통해 이해를 도와줍니다.",S000001916895
네이버 메인노출 마케팅,바이컴퍼니(유성우),앤써북,20180625,16500.0,14850,0,,"· 혼자서도 할 수 있는 ""네이버 메인노출 마케팅"" ‘네이버 상위노출’을 이기는 ‘네이버 메인노출’의 힘, 그 구체적인 필자의 경험담이 담겨 있는 책이다. 국내 최초 메인노출 전문가의 숨겨왔던 네이버 메인노출 노하우 전격 공개! 책은 국내 최초 메인노출 전문가이자 포스트 전문가로 이름을 알린 필자가 지난 수년 간 다양한 채널을 운영하며 직접 경험하고 누적 메인노출 1,000회 이상 성과를 낸 수많은 사례를 토대로 설명한다. 모두가 궁금해 했지만 그 동안 외부에는 일절 공개하지 않았던, 네이버 메인노출에 대한 필자만의 체계적인 노하우를 이 책에 아낌없이 소개되어 있다. 수많은 기업들의 메인노출 마케팅을 책임졌던 메인노출/포스트 전문가인 저자의 특별한 노하우를 모두 담았다. 책은 누구나 메인노출을 경험해볼 수 있도록 ‘네이버 메인노출’의 구체적인 실천 방법을 8단계로 나누어 각 쳅터별로 설명한다.",S000001870193
비즈니스 융합도(BCD) 작성 원리,유홍준,소프트웨어품질기술원,20180420,20000.0,18000,0,,▶ 비즈니스 융합도(BCD)에 관한 내용을 담은 전문서적입니다.,S000001902168
"스마트 시대, 바르고 건강하게 살기",김범수 외,이담북스,20180406,15000.0,13500,0,,"지난 몇 년 사이, 우리 사회에서 화두로 떠오른 ‘4차 산업혁명’은 거부할 수 없는 시대의 흐름이 되었다. 사회 체계 전반이 혁명적인 전환점을 맞이하고 있고, 기술혁신이 몰고 온 우리 사회의 근본적인 변화가 개인, 조직, 국가 내에서 동시다발적으로 나타나고 있다. 하지만 우리 일상이 놀랄 만큼 편해질 것이라는 희망찬 기대와 동시에 기술 발전에 따른 심각한 부작용이 나타날지도 모른다는 우려 역시 커지고 있다. 이제는 기술의 효율성만 추구할 것이 아니라 어떻게 해야 기술을 올바르게 활용하고 바른 사회로 나갈 것인지에 대해서 모두가 고민하고, 현실적으로 닥칠 수 있는 문제들에 대한 대비도 필요한 시점이다. 이 책에는 가까운 미래에 우리 삶이 어떻게 변화할 것인지, 그런 변화에 어떻게 대비해야 할 것인지에 관해 다양한 학계 전문가들의 의견을 담았다. 각 장에서는 새롭게 등장한 사이버 자아라는 개념과 온라인 윤리, 중독재로서의 스마트폰, 휴대전화 위치정보를 활용한 지하철 혼잡도 개선 가능성, 노년층을 위한 첨단기술 기반 서비스와 스마트기기 교육방안, 정보보호를 통한 ICT의 발전 방향 등에 대해 논의하였다. 이를 통해 ICT 발전의 명암에 대해 더욱 다양한 시선으로 바라보고, 바른 ICT가 무엇인지 고민해볼 수 있을 것이다.",S000000509889
한국인터넷백서(2017),과학기술정보통신부 외,진한엠앤비,20180110,60000.0,54000,0,,"[한국인터넷백서(2017)]에는 사람이 행복한 미래 시대를 준비하기 위하여 미래 인터넷 시대에 기본이 되는 이슈들을 진단하고, 관련 정책과 기술적 제언을 담았다. 특히 인공지능, 블록체인 등 시대를 주도할 산업에 관해 심도 있게 다루었으며, 융합산업 발전을 위한 규제 개선 등 경제와 법제에 대한 내용도 강화하였다. 본 백서가 미래를 준비하는 귀중한 자료로서 그 역할을 다하여, ICT를 기반으로 국가경제의 재도약을 이루고 4차 산업혁명 시대의 중심국가로 발돋움해나갈 수 있기를 기대한다.",S000001677391
Link(2018),웹스미디어 편집부,웹스미디어,20171221,40000.0,36000,0,,▶ 이 책은 Link에 대해 다룬 도서입니다. Link의 기초적이고 전반적인 내용을 확인할 수 있도록 구성했습니다.,S000001630719
리눅스 컨테이너 LXC,콘스탄틴 이바노프,에이콘출판,20171129,30000.0,27000,0,,"최근 몇 년 동안 다양한 애플리케이션을 운영하는 기업들은 컨테이너 기술을 채택해 광범위하게 활용하고 있다. 이는 커널 네임스페이스(Namespace)와 함께 제어 그룹(Cgroup) 기술의 출현으로 더 나은 자원 관리가 가능해졌기 때문이다. 리눅스 컨테이너는 하이퍼바이저 계층의 오버헤드 없이 커널 기능을 활용해 운영체제 수준의 가상화를 제공한다. 이 책은 LXC 구현에 대한 기본 개념 소개부터 LXC 컨테이너를 설치 및 구성하고 컨테이너의 네트워킹, 보안, 백업까지 실용적인 내용을 다루는 완벽한 단계별 안내서다. 그뿐 아니라 오픈스택(OpenStack)과 베이그런트(Vagrant) 같은 다양한 기술을 사용해 LXC를 배포하는 방법도 함께 배워본다. 이 책의 학습이 끝나면 LXC를 구현하는 방법과 함께 고가용성과 확장성이 요구되는 운영 환경에서 애플리케이션을 실행하는 방법을 명확하게 이해할 수 있을 것이다.",S000001804598
최신 IT 트렌드,Saito Masanori,정보문화사,20171110,15000.0,13500,0,,"대부분 사람들이 IT가 중요하다는 것은 알지만 실제로 실생활과 비즈니스에 끼치는 IT의 영향력에 대해서는 무감각한 경우가 많다. IoT와 인공지능은 빠른 시간 내 놀랄 정도로 발전하여 실용화도 급속히 진행되고 있으며, 클라우드도 한층 더 보급되어 IT 이용의 상식이 크게 달라졌다. 그에 따라 정보 시스템의 개발이나 운용 형태도 달라지고 있다. 애자일 개발이나 DevOps, 마이크로 서비스, 서버리스와 같은 말도 그런 의미에서 사용하게 되었다. 초판이 발행되고 2년이 지난 지금 새로운 테크놀로지가 많이 등장했고 트렌드의 새로운 흐름으로 덮어 쓰여지고 있다. 특히 IoT와 인공지능은 IT의 주요 테마로 주목받고 있으며, 클라우드 컴퓨팅은 비즈니스의 전제가 되어 정보시스템 개발을 크게 바꾸기 시작하였다. 그 결과 초판을 바탕으로 100페이지 넘게 분량이 초과된 것은, IT가 우리의 일상이나 사회에 더 깊이 관여하고 비즈니스에 큰 영향을 주기 시작했기 때문이다. 이 책은 IT의 최신 트렌드와 관련된 키워드를 ‘사전’이 아니라 체계적인 ‘스토리’로 정리하여 역사적 배경과 비즈니스와의 관계를 곁들이며 설명하고 있다. 또한, 이해하기 힘든 최신 용어들을 한 눈에 들어오는 그림과 도표로 정리하여 가능한 한 알기 쉽게 정리하였다.",S000000833179
손에 잡히는 디지털 리터러시,성영훈 외,드림플러스,20170911,28000.0,28000,0,,▶ 이 책은 디지털 리터러시에 대해 다룬 도서입니다. 디지털 리터러시의 기초적이고 전반적인 내용을 확인할 수 있도록 구성했습니다.,S000001618721
일상을 바꾼 클라우드 컴퓨팅,나얀 루파렐리아,한울,20170930,22000.0,19800,0,,"이용자의 관점, 특히 생산성 향상을 위해 클라우드 서비스를 기업에 도입하려는 사용자, 업무에서 클라우드 서비스를 활용하는 실무자의 관점에서 클라우드 컴퓨팅을 소개하고 클라우드 컴퓨팅을 사용했을 때의 이익, 효율적인 활용을 위한 상황별 모델과 모범사례를 간결하게 제시한다. 영국에서 기술 개발과 운영에 30년 넘게 몸담아온 저자의 시각에서 엄선된 클라우드 컴퓨팅 지식은 기업과 개인이 각자 처한 상황과 위치에 적합한 클라우드 컴퓨팅 서비스를 발견하도록 이끈다.",S000000685254
디지털은 운명이다,숀 두브라박,아름드리,20170922,22000.0,19800,0,,"『디지털은 운명이다』는 미래에 관한 책이다. 이 책은 당신에게 우리가 곧 거할 세상의 로드맵을 제공할 것이고, 놀라운 혁신이 일어나는 분야를 당신에게 알려주어 당신이 나아갈 바를 결정할 수 있게 할 것이다. 어쩌면 이 책은 당신의 사업 아이디어에 영감을 줄지도 모른다. 전설적인 아이스하키 선수인 웨인 그레츠키는 자신의 성공비결이 퍽이 있는 곳이 아니라 퍽이 갈 수밖에 없는 곳으로 자신이 움직인 데 있다고 말했다. 이 책도 우리에게 혁신이라는 퍽이 갈 수밖에 없는 곳이 어디인지 보여준다.",S000001633530
인터넷 윤리,인터넷윤리실천협의회,이한미디어,20170910,23000.0,23000,0,,▶ 이 책은 인터넷 윤리를 다룬 이론서입니다. 인터넷 윤리의 기초적이고 전반적인 내용을 학습할 수 있습니다.,S000001519135
초고속 컴퓨터 업무술,오카다 미쓰히로,성안당,20170908,14000.0,12600,0,,"『초고속 컴퓨터 업무술』은 단순한 PC 사용 설명서가 아니라 업무에 즉시 활용할 수 있는 비즈니스 서적이다. 일반적인 PC 전문서적은 PC나 소프트웨어의 기능적인 측면밖에 가르쳐 주지 않지만, 이 책은 저자의 경험을 통해 직장인이 업무에 활용할 수 있는 비결과 활용 가능한 비즈니스 상황을 함께 소개하고 있다.",S000000559814
그럼에도 불구하고 너무나 인간적인,엄태형,루비페이퍼,20170905,20000.0,18000,0,,"작은 결핍이 큰 오류를 만들 듯 개발자의 인간성 결핍은 시스템에 치명적 오류를 만든다. 업무에 치이고 자기계발 강박증에 시달리는 그들에게는 하루를 리팩터링하고 동료들과 네트워킹을 맺고 사랑하는 이들과의 소소한 행복을 예외처리하지 않을 수 있는 운영체제가 필요하다. 이 책이 대한민국 개발자들을 위한, 인간중심 운영체제를 구현할 방법론이 될 것이다. 스티브 잡스의 ""기술과 인문학의 결합""이라는 철학이 애플을 탄생시켰 듯이 ""개발과 인문학의 결합""은 개발자의 하루를 풍족하게 만든다. 개발자로 산다는 것, 그것은 개발자이기 전에 인간이라는 것이다.",S000001891062
모바일 웹과 앱의 이용패턴 비교와 모바일 인터넷 서비스의 생태계,정광재 외,진한엠앤비,20170801,10000.0,9000,0,,"모바일 기기의 확산과 이동통신 기술의 발달로 인터넷 이용의 중심이 점차 컴퓨터에서 모바일 기기로 이동하고 있다. 과거 PC에서 이용 포털, 콘텐츠, 전자상거래 서비스 등을 이제는 스마트폰을 통해 언제 어디서나 이용할 수 있게 되었다. 이에 따라 통신시장에서도 모바일 서비스가 차지하는 비중이 점차 중요해지고 있다. 모바일 서비스는 기존의 PC와 달리 웹과 앱이라는 두 가지 채널로 제공되고 있어 양 채널의 특성에 대해 파악하고 이러한 특성이 인터넷 이용에 있어 어떠한 영향을 미치는 지 파악하는 것은 모바일 서비스에 대한 이해를 높이는 데 중요한 역할을 한다고 볼 수 있다. 따라서 본 연구는 모바일 웹과 앱 채널의 이용 특성을 파악하는 것을 시작으로 이용자의 웹과 앱 채널 선택에 중요한 영향을 미치는 요소를 실증 분석을 통해 파악하고자 하였다. 이를 통해 모바일 인터넷 이용의 특징을 파악하고 모바일 상에서 웹과 앱 채널의 공존이 서비스 경쟁에 어떠한 연관이 있는 지를 시사점으로 도출하고자 하였다. 본 연구를 통해 모바일 웹과 앱 채널에 대한 이용 특성의 이해를 높이고, 연구 결과가 모바일 서비스 시장의 발달과 웹·앱 기술 표준 개발에 도움이 될 수 있기를 바란다.",S000001677243
튜링스 맨(큰글씨책),제이 데이비드 볼터,커뮤니케이션북스,20170801,32000.0,28800,0,,튜링스 맨이 뭔가? 컴퓨터를 통해 세상을 이해하고 자신의 본질도 재규정하려는 인간이다. 인간 본질은 어떻게 변하나? 정보처리장치이자 처리 가능한 정보가 된다. 인간의 기계화인가? 인간과 기술의 창조적 융합 가능성도 남아 있다. ‘재매개’ 개념으로 유명한 저자가 ‘생각하는 기계’의 문화 논리를 파헤쳤다. 기술을 통한 인간 자유 확장을 모색한다. 커뮤니케이션북스 큰글씨책은 약시나 노안으로 독서에 어려움을 겪는 독자를 위해 만든 책입니다. 커뮤니케이션북스의 책은 모두 큰글씨책으로 제작됩니다.,S000001674678
튜링스 맨,제이 데이비드 볼터,커뮤니케이션북스,20170801,21500.0,21500,0,,튜링스 맨이 뭔가? 컴퓨터를 통해 세상을 이해하고 자신의 본질도 재규정하려는 인간이다. 인간 본질은 어떻게 변하나? 정보처리장치이자 처리 가능한 정보가 된다. 인간의 기계화인가? 인간과 기술의 창조적 융합 가능성도 남아 있다. ‘재매개’ 개념으로 유명한 저자가 ‘생각하는 기계’의 문화 논리를 파헤쳤다. 기술을 통한 인간 자유 확장을 모색한다.,S000001674677
"4차 산업혁명, 미래를 바꿀 IT 트렌드",Saito Masanori,정보문화사,20170725,15000.0,13500,0,,"IT가 지금까지의 상식을 붕괴시키고 새로운 상식으로 바꿔 쓰려 하고 있다. 비즈니스는 IT와 하나가 되어 이 둘을 나누어 생각할 수 없는 시대로 들어섰다. 그런 시대에 ‘IT는 모르겠다’는 변명은 통하지 않는다. 『4차 산업혁명, 미래를 바꿀 IT 트렌드』는 사업이나 경영을 변혁하고 싶다고 생각하는 사람부터 똑같은 일을 하는 직장에서 새로운 도전이 필요한 직장으로 이직할 사람, 사회인이 되었을 때 다른 사람보다 한 발 정도 앞서가고 싶은 취업준비생 등에게 도움이 되는 책이다.",S000000833190
산업인터넷(IIOT)과 함께하는 인더스트리 4.0,알라스데어 길크리스트,에이콘출판,20170626,25000.0,22500,0,,"『산업인터넷(IIOT)과 함께하는 인더스트리 4.0』은 산업인터넷, 빅데이터, CPS및 스마트팩토리 기술의 잠재력과 산업인터넷 기술은 물론 이에 기반한 인더스트리 4.0의 구현 사례를 소개한다. 또한 제조 경쟁력을 달성하기 위해 기반이 돼야 하는 기술은 무엇이며 어떻게 활용해야 하는지를 알 수 있다. 따라서 전략 컨설턴트, 비즈니스 전략가, CEO 및 CTO, 향후 20년 동안 IT와 생산 분야의 미래가 어떻게 발전할 것인지에 관심을 가지고 있는 사람에게 적합하다.",S000001804526
4차 산업혁명과 스마트 경제하에서의 콘텐츠 산업의 이해,권택민,도서출판 홍릉(홍릉과학출판사),20170512,25000.0,25000,0,,▶ 이 책은 콘텐츠 산업에 대해 다룬 도서입니다. 콘텐츠 산업의 기초적이고 전반적인 내용을 학습할 수 있도록 구성했습니다.,S000001732202
빅데이터와 인문학,오연희,도서출판 홍릉(홍릉과학출판사),20170324,13000.0,13000,0,,▶ 이 책은 빅데이터와 인문학에 대해 다룬 도서입니다. 빅데이터와 인문학의 기초적이고 전반적인 내용을 학습할 수 있도록 구성했습니다.,S000001732190
융합형 기능성 콘텐츠 개발,박성준 외,도서출판 홍릉(홍릉과학출판사),20170310,15000.0,15000,0,,▶ 이 책은 게임의 융합형 기능성 콘텐츠 개발에 대해 다룬 이론서입니다. 융합형 기능성 콘텐츠 개발의 기초적이고 전반적인 내용을 학습할 수 있도록 구성했습니다.,S000001732195
1인 미디어시대 제4차 산업혁명과 소셜미디어,최재용 외,미디어북,20170313,20000.0,18000,0,,본서는 요즘 가장 핫한 이슈로 떠오르고 있는 인스타그램에 대한 이론과 마케팅에 대한 조명과 스마트폰을 활용한 다양한 어플과 동영상 제작에 이르기까지 다양한 분야의 정보를 수록했다. 즉 ‘1인 미디어시대 제4차 산업혁명과 소셜미디어’는 이 시대를 살아가면서 1인 미디어를 기반으로 4차 산업혁명을 예견하면서 스마트폰을 활용한 소셜미디어의 핫한 어플 활용을 중심으로 서술했다.,S000001969364
"4차 산업혁명, 비즈니스 트렌드",김민구,정보문화사,20170315,15000.0,13500,0,,"[4차 산업혁명, 비즈니스 트렌드]는 현실과 가상 세계를 넘나들며 영화 같은 상상을 펼칠 수 있는 VR, AR, MR 그리고 우리 삶속에 익숙하게 다가오고 있는 IoT(사물인터넷) 및 AI에 대해 소개한다. 실생활에서 접해 볼 수 있는 VR, AR, MR 등이 어떻게 쓰여지고 있으며, 향후 VR 및 AR 기술이 어떻게 활용될 것인지 실제 사례를 중심으로 풀어보았다. 책에는 사물인터넷, 인공지능과 결합된 여러 가지 상황, 그리고 미래에 실현될 것이라 예상되는 콘텐츠와 트렌드가 담겨져 있다. 155개의 분야별 사례와 450여 장에 이르는 이미지를 통해 독자들이 미래를 예측하고 대비하는 데 조금이나마 도움이 될 것이다.",S000000833180
컴퓨팅 크리에이터,손병희 외,이모션미디어,20170220,11000.0,9900,0,,"『컴퓨팅 크리에이터』에서는 창의적으로 생각하는 방법, 창조적인 상품과 서비스를 만드는 방법, 그렇게 만든 상품의 문제를 개선해 새로운 상품으로 변신시키는 방법을 다루고 있다. 이 방법들은 이론과 실제 적용을 통해 이미 검증된 방법이니, 독자 여러분들도 한 번 도전해보기를 권한다.",S000001970029
프로세스의 진정한 주인이 되라,신철민,프로젝트리서치,20170120,15000.0,13500,0,,"인간은 도구를 사용해 유 · 무형의 산물을 만들어낸다는 뜻에서 ‘호모 파베르(Homo Faber)’로 불린다. 어떤 도구를 사용하느냐에 따라 업무 생산성이 오르내린다. 생산성을 높여 회사에서 인정받기도 하고, 낮은 생산성으로 회사에 본의 아닌 손해를 끼치기도 한다. 사무실에서 가장 흔한 생산성 도구는 단연 ‘엑셀’이다. 하지만 조직이 커질수록, 프로젝트 규모가 클수록 엑셀로 감당하기에는 무리가 따른다. 저자 역시 업무를 수행할 때마다 엑셀로는 한계가 있다는 생각에 대안을 모색하기 시작했다. 마침내 찾아낸 대안이 바로 이 책에서 중점적으로 소개하는 ‘BPMN’과 ‘JIRA’라는 업무 혁신 도구다. 이 도구들은 각각 사용하는 것으로도 충분히 좋으나 함께 사용하였을 때 더 큰 시너지를 발휘하여 효율적으로 업무를 수행하고 혁신할 수 있도록 도와준다. 이 도구들을 숙달하여 실무에 적용하면 당신은 금세 회사에서 일 잘하는 사람으로 소문날 가능성이 높다. 하지만 혼자서 이 프로그램을 사용해서는 효과가 없다. 주변 사람들도 함께 사용해야만 복잡한 프로세스를 공유해가며 문제를 해결할 수 있다. 조직 전체가 일하는 방식을 바꾸도록 설득하고 실천하는 것은 당신의 몫이다. 이 책은 업무 생산성 제고뿐 아니라 삶의 효율을 높이는 데도 초점을 맞추고 있다. 삶이든 일이든 프로세스의 진정한 주인으로 거듭나는 방법을 제시하고 있다는 점에서 단순한 기술 매뉴얼이 아님을 저자는 강조한다. 일머리를 알고 업무를 수행하는 사람이 ‘일 잘한다’는 말을 듣듯 프로세스를 꿰고 일을 풀어가는 사람의 인생은 풍성할 수밖에 없다. 이 책이 일과 삶이라는 두 마리의 토끼를 잡을 수 있는 썩 훌륭한 지침서임은 두말할 나위가 없다.",S000001970580
된다! 마케팅 자동화,박주훈 외,이지스퍼블리싱,20170117,16800.0,15120,0,,"2017년 디지털 마케팅 3대 트랜드는 빅데이터, 콘텐츠 마케팅, 그리고 마케팅 자동화이다. 생소하고 낯선 마케팅 자동화(Marketing Automation). 하지만 앞서가는 세계의 기업과 마케터들은 마케팅 자동화 기술을 이미 사용하고 있다. 현직의 마케터, 스타트업이나 1인 기업이라면 국내 최초 마케팅 자동화 실무서인 이 책과 함께 지금 바로 마케팅 자동화를 적용해 봐야 할 것이다. 필자는 누구나 쉽게 무료로 마케팅 자동화를 시작할 수 있는 4대 핵심 도구(구글, 메일침프, IFTTT, 훗스위트)를 엄선해 이 책에 담았다.",S000001900871
스마트 패션액세서리 디자인,이지현 외,교문사,20161230,14600.0,14600,0,,"우리는 모든 것이 모바일과 손끝에서 이루어지는 디지털 환경 속에서 살고 있지만, 선뜻 기계와 친해지기는 쉽지 않다. 디지털을 기기가 아닌 조형의 요소로 좀 더 쉽게 쓰고 마음껏 머릿속의 아이디어들을 펼칠 수는 없을까? 그런 고민에서부터 이 책은 시작되었다. 이 책은 첨단기술의 과시나 다기능의 목적이 아닌 감성적 디자인을 표현하고, 차별적 디자인을 구현하기 위한 도구로서 디지털 툴을 사용하는 법과 디자이너의 관점에서 필요한 디지털 툴 활용 가이드와 팁으로 구성되어 있다. 1부는 릴리패드 아두이노가 무엇인지, 그리고 기본 코딩과 활용법 같은 기초적인 것을 소개하고 있고, 2부는 릴리패드 아두이노를 활용하여 누구나 패션액세서리를 만들어 볼 수 있도록 디자인 사례를 따라하는 워크북 형식으로 구성되어 있다.",S000000609347
Link(2017)(Season 10),웹스미디어 편집부,웹스미디어,20161230,40000.0,36000,0,,『Link(2017)(Season 10)』은 디지털 포트폴리오 도서다.,S000001630718
클라우드 컴퓨팅,나연묵 외,도서출판 홍릉(홍릉과학출판사),20161121,28000.0,28000,0,,▶ 이 책은 클라우드 컴퓨팅을 다룬 이론서입니다. 클라우드 컴퓨팅의 기초적이고 전반적인 내용을 학습할 수 있도록 구성했습니다.,S000001732161
IT 전문가로 사는 법,장동인,한빛미디어,20161130,14800.0,13320,0,,"편협한 전산쟁이가 아니라 소통할 줄 아는 리더가 되라. 『IT 전문가로 사는 법』은 1980년대 IT를 시작해 글로벌 IT 기업에서 개발자로, 엔지니어로, 컨설턴트로 일하면서 격동하는 IT 변화의 시기를 순수한 IT 전문가로서 살아온 저자의 경험과 조언, 미래를 읽는 노하우 등을 이해하기 쉽게 풀어냈다. IT 전문가가 조직에서의 역할 변화에 따라 자연스럽게 갖춰야 할 역량, 자격 등을 알아보고 성공하는 IT 전문가의 자세를 배울 수 있다. IT 전문가로 성장하여 즐겁게 일하면서 조직에 적응하고 조직을 이끌어가는 방법, 기술을 익히는 것 외에도 반드시 알고 있어야 할 조직 생활의 이치를 알려주고 이를 통해 비전이 있고, 열정이 넘치는 IT 전문가의 미래를 제시한다.",S000001057813
서울 디지털 정책 백서(2015),서울특별시 디지털 닥터단,서울특별시,20160101,5000.0,5000,0,,▶ 이 책은 서울특별시의 2015 서울 디지털 정책 백서를 다룬 정부간행물입니다.,S000001736438
Dark Side of Software Engineering,요한 로스트 외,에이콘출판,20161020,25000.0,22500,0,,"여느 분야의 공동 프로젝트와 마찬가지로 소프트웨어 프로젝트도 결국 사람이 하는 일이고 구성원들 간 다양한 형태의 관계 속에서 진행된다. 따라서 여느 사회에서와 마찬가지로 사람들이 일으킬 수 있는 사악하고 부정적인 사건들이 다양하게 일어나며 프로젝트 성패를 좌우할 정도로 큰 영향력을 행사하기도 한다. 이 책은 해킹, 정보 절도, 스파이 행위, 사보타주, 내부고발 등 소프트웨어 프로젝트에서 인간 및 사회관계가 일으킬 수 있는 사악한 일들에 대한 선구적인 연구를 다뤘다. 흥미로운 조사 결과와 쉽고 재미있는 실제 사례로 가득해 목적에 따라 다양한 방식으로 읽고 활용할 수 있다.",S000000935911
IT 비즈니스 플랫폼,남상엽 외,상학당,20161010,29000.0,29000,0,,▶ 이 책은 IT 비즈니스 플랫폼에 대해 다룬 도서입니다. IT 비즈니스 플랫폼의 기초적이고 전반적인 내용을 학습할 수 있도록 구성했습니다.,S000001028246
시스템 다이내믹스 모델링과 시뮬레이션,곽상만 외,북코리아,20160830,23000.0,23000,0,,"『시스템 다이내믹스 모델링과 시뮬레이션』은 MIT에서 개발된 예측 기법의 하나인 시스템 다이내믹스를 손쉽게 공부할 수 있는 교재다. 이 교재를 통하여 독자들이 문제의 분석과 동시에 즉시 활용 가능하도록 수학의 기초를 제공함과 동시에, 함수, 첨자, 민감도 분석, 캘리브레이션 그리고 백캐스팅 등에 대한 저자들의 비법을 공개한다.",S000000982510
통합 클라우드 마스터 ICM,구글 클라우드 연구회,아카데미소프트,20160901,15000.0,13500,0,,- 독자대상 : ICM 시험 준비생 - 구성 : 이론 + 문제 - 특징 : ① 모의고사 15회를 수행평가 내용으로 구성 ② PPT 작성 및 발표 능력 향상에 도움이 되고자 구성,S000001315653
"헬로, 스타트업",예브게니 브리크만,로드북,20160908,34000.0,30600,0,,"구글, 페이스북, 트위터, 깃허브, 스트라이프, 인스타그램, 코세라, 포스퀘어, 핀터레스트, 타입세이프 등 지난 10년간 가장 성공한 스타트업의 DNA를 분석한 이 책『헬로, 스타트업』은 이미 성공한 수많은 스타트업에서 유용함이 입증된 지혜와 기술들을 알려줌으써 새로운 스타트업 문화를 만들어갈 수 있는 토대를 제시하는 책이다.",S000001624683
인터넷의 진화와 사회경제적 패러다임 변화 연구,박유리 외,진한엠앤비,20160829,30000.0,27000,0,,"『인터넷의 진화와 사회경제적 패러다임 변화 연구』는 사물인터넷이 사회ㆍ문화적으로 어떠한 영향을 미칠 것인지, 사물인터넷으로 인해 산업은 어떻게 변화할 것인지, 법ㆍ제도적 개선 방안은 무엇인지를 종합적으로 검토한다.",S000001856214
디지털 콘텐츠 기획,김성은,한빛아카데미,20160627,26000.0,26000,0,,『디지털 콘텐츠 기획』은 디지털 콘텐츠 기획 및 UX/UI 관련 내용을 배우는 학생을 대상으로 한 책이다. 이 책은 국가직무능력표준(NCS)을 기반한 교육과정을 운영하는 대학이나 IT 전문학원에서 커리큘럼에 맞게 활용할 수 있도록 다양한 서식을 제공하며 직접 실습해 볼 수 있는 수행활동 프로그램을 수록하였다.,S000001743556
